# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       10.547        6.777
       0.028        0.000       12.418        8.098
       0.064        0.000       15.613       10.836
       0.079        0.000       16.953       12.262
       0.095        0.000       18.727       13.582
       0.110        0.000       19.855       14.520
       0.126        0.000       20.820       15.223
       0.142        0.000       22.715       16.934
       0.157        0.000       23.812       17.957
       0.189        0.000       27.094       22.523
       0.204        0.000       28.492       24.621
       0.220        0.000       29.629       25.613
       0.235        0.000       30.438       26.145
       0.251        0.000       32.789       28.387
       0.267        0.000       33.840       29.297
       0.291        0.000       36.113       30.809
       0.315        0.000       37.293       31.691
       0.346        0.000       38.684       33.137
       0.362        0.000       39.191       33.426
       0.390        0.000       39.793       33.938
       0.405        0.000       40.016       34.223
       0.437        0.000       40.633       34.973
       0.452        0.000       41.434       35.781
       0.477        0.000       42.148       36.492
       0.500        0.000       43.527       37.730
       0.516        0.000       43.527       37.730
       0.542        0.000       47.359       52.281
       0.570        0.000       50.973       52.227
       0.598        0.000       56.086       52.246
       0.613        0.000       57.789       74.684
       0.629        0.000       59.836       74.684
       0.660        0.000       63.629       74.684
       0.676        0.000       65.664       74.684
       0.692        0.000       67.703       74.684
       0.707        0.000       69.742       74.684
       0.723        0.000       71.777       74.684
       0.738        0.000       73.809       74.684
       0.754        0.000       75.824       74.684
       0.770        0.000       77.848       74.684
       0.785        0.000       80.031       74.684
       0.809        0.000      105.453      110.074
       0.829        0.000      134.094      133.664
       0.845        0.000      127.215      145.457
       0.861        0.000      138.574      154.223
       0.892        0.000      178.523      184.277
       0.907        0.000      200.199      200.559
       0.923        0.000      221.230      216.590
       0.939        0.000      244.527      258.719
       0.954        0.000      268.117      277.754
       0.970        0.000      281.672      288.523
       1.001        0.000      323.957      322.590
       1.017        0.000      338.293      334.113
       1.048        0.000      380.926      392.023
       1.064        0.000      404.273      410.809
       1.079        0.000      427.621      429.598
       1.095        0.000      451.258      448.383
       1.111        0.000      465.727      479.488
       1.126        0.000      474.484      479.488
       1.142        0.000      478.758      479.488
       1.173        0.000      494.965      503.078
       1.189        0.000      503.773      503.078
       1.204        0.000      513.348      526.664
       1.220        0.000      523.594      526.664
       1.235        0.000      528.727      526.664
       1.267        0.000      556.527      622.914
       1.282        0.000      579.789      622.914
       1.311        0.000      579.789      622.914
       1.331        0.000      579.789      622.914
       1.346        0.000      579.789      622.914
       1.362        0.000      579.789      622.914
       1.377        0.000      579.789      622.914
       1.393        0.000      579.789      622.914
       1.424        0.000      579.789      622.914
       1.440        0.000      579.789      622.914
       1.456        0.000      584.797      622.914
       1.471        0.000      606.211      622.914
       1.487        0.000      615.914      622.914
       1.518        0.000      473.027      468.266
       1.549        0.000      425.277      420.422
       1.565        0.000      392.105      407.898
       1.596        0.000      336.484      331.707
       1.612        0.000      306.734      301.898
       1.627        0.000      260.941      255.770
       1.643        0.000      227.191      221.953
       1.674        0.000      113.785      110.836
       1.690        0.000       95.488       95.848
       1.705        0.000       95.652       95.879
       1.721        0.000       95.652       95.879
       1.737        0.000       95.652       95.879
       1.752        0.000       95.652       95.879
       1.784        0.000       97.555       97.773
       1.808        0.000      122.141      124.203
       1.828        0.000      142.398      170.465
       1.859        0.000      156.070      170.465
       1.875        0.000      157.008      170.465
       1.906        0.000      157.457      170.465
       1.922        0.000      158.164      170.465
       1.953        0.000      159.574      170.465
       1.969        0.000      160.207      170.465
       1.984        0.000      160.777      170.465
       2.000        0.000      161.281      170.465
       2.031        0.000      133.418      147.820
